ID_Funcionario,Nome,Departamento,Cargo,Data_Contratacao,Treinamentos_Completos,Tickets_Resolvidos,Tickets_Resolvidos_No_Prazo,Tempo_Medio_Atendimento_Minutos,Porcentagem_Reducao_Custos,Porcentagem_Aumento_Conversao_Apos_Melhorias,Max_Bugs_Criticos
775241,Manuela Oliveira,TI,pleno,2016-06-29,15,248.0,38.0,35.0,3.4760000000000004,5.687,6.0
738803,Srta. Raquel da Mata,TI,pleno,2016-11-04,10,188.0,72.0,42.0,3.146,2.75,0.0
432217,Dra. Alana Pastor,TI,pleno,2023-10-19,1,198.0,256.0,61.0,10.549,10.659,2.0
470006,Sr. Dom Santos,TI,pleno,2017-03-13,15,309.0,206.0,24.0,10.021,7.843000000000001,9.0
729644,Antony Farias,TI,pleno,2019-05-10,4,319.0,52.0,34.0,11.814000000000002,11.737,6.0
154275,Dr. Gustavo Ramos,TI,pleno,2018-09-06,8,240.0,46.0,25.0,5.533,5.203000000000001,1.0
558050,Melissa Fernandes,TI,pleno,2021-10-19,15,223.0,143.0,26.0,5.181,4.246,8.0
275671,Olívia Leão,TI,pleno,2016-11-16,11,211.0,17.0,16.0,15.752000000000002,4.642,4.0
722271,Caio Castro,TI,pleno,2019-06-16,14,59.0,74.0,29.0,10.428,0.451,2.0
546679,Benjamim Monteiro,TI,pleno,2015-09-04,4,272.0,35.0,62.0,7.48,4.257000000000001,11.0
578291,Stephany da Rocha,TI,pleno,2019-09-30,3,3.0,286.0,81.0,6.039000000000001,11.044,1.0
80556,Rael Casa Grande,TI,pleno,2020-12-25,7,146.0,160.0,82.0,5.698,0.198,7.0
442433,Bernardo Mendes,TI,pleno,2023-03-14,10,91.0,313.0,73.0,6.006,4.565,9.0
674736,Francisco Novais,TI,pleno,2021-01-05,12,256.0,47.0,57.0,7.26,3.4650000000000003,1.0
117357,Luiz Felipe Ramos,TI,pleno,2023-03-28,7,156.0,111.0,68.0,13.365000000000002,10.725,9.0
881438,Yago Pires,TI,pleno,2019-03-31,13,187.0,244.0,88.0,7.205,3.146,2.0
634053,Gustavo Henrique Nogueira,TI,pleno,2017-06-13,11,210.0,316.0,3.0,0.946,6.259000000000001,9.0
613248,Júlia da Cunha,TI,pleno,2021-05-05,11,139.0,85.0,20.0,15.708,9.383,8.0
692710,Dra. Laís Barros,TI,pleno,2016-09-03,12,171.0,70.0,12.0,4.6530000000000005,8.47,1.0
264333,Marina Sales,TI,pleno,2022-03-07,11,213.0,90.0,82.0,1.122,5.049,3.0
178969,Mariana Borges,TI,pleno,2019-06-07,9,207.0,58.0,42.0,6.479,4.664000000000001,0.0
787661,Emanuelly Novais,TI,pleno,2023-04-30,13,14.0,15.0,1.0,1.529,2.728,5.0
115835,Dra. Liz Novaes,TI,pleno,2020-11-18,3,22.0,80.0,11.0,2.189,1.4850000000000003,8.0
293647,Danilo Nogueira,TI,pleno,2015-05-02,7,195.0,185.0,92.0,16.016000000000002,11.990000000000002,2.0
992373,Cauã Santos,TI,pleno,2021-08-27,8,148.0,102.0,26.0,10.692000000000002,3.872,4.0
779811,Juliana Silveira,TI,pleno,2020-02-13,11,320.0,6.0,51.0,0.22,11.968000000000002,0.0
272091,Henrique Pacheco,TI,pleno,2019-06-17,15,37.0,315.0,17.0,3.19,14.729,2.0
271450,José Farias,TI,pleno,2022-07-23,11,268.0,28.0,95.0,9.196,5.5,7.0
628930,Fernando Teixeira,TI,pleno,2016-08-07,1,284.0,138.0,80.0,1.7270000000000003,2.827,11.0
434990,Ravy Brito,TI,pleno,2023-01-30,15,72.0,311.0,97.0,2.0460000000000003,8.866000000000001,9.0
786732,Sr. Luan Almeida,TI,pleno,2015-04-24,3,9.0,139.0,29.0,13.596,13.409,6.0
339299,João da Cruz,TI,pleno,2019-05-11,4,117.0,123.0,89.0,12.914,15.433,3.0
508075,Raul Teixeira,TI,pleno,2015-01-02,12,244.0,60.0,97.0,11.451,9.581,4.0
414796,Maria Isis Marques,TI,pleno,2016-04-07,6,42.0,266.0,80.0,10.054000000000002,4.015000000000001,9.0
586521,Laís Nogueira,TI,pleno,2020-12-02,9,234.0,280.0,14.0,6.226000000000001,15.004,9.0
414983,Enzo Gabriel Montenegro,TI,pleno,2021-11-13,10,33.0,14.0,25.0,0.264,5.841,8.0
35503,Cauã Moraes,TI,pleno,2023-04-04,6,204.0,64.0,7.0,13.640000000000002,7.975,11.0
853713,Caio Sampaio,TI,pleno,2017-12-24,15,46.0,149.0,63.0,12.089,10.142,9.0
561127,Sarah Camargo,TI,pleno,2015-09-07,6,92.0,135.0,57.0,8.437000000000001,6.1930000000000005,9.0
239380,Luigi Casa Grande,TI,pleno,2021-06-12,15,289.0,97.0,31.0,2.915,2.2660000000000005,3.0
66013,Augusto Viana,TI,pleno,2020-02-14,15,308.0,95.0,42.0,4.697,13.321,6.0
335466,Henrique Martins,TI,pleno,2016-05-16,5,113.0,26.0,44.0,11.154000000000002,2.7170000000000005,3.0
219921,Luiza Rios,TI,pleno,2022-12-06,14,111.0,69.0,29.0,3.08,14.465000000000002,8.0
281421,Sra. Olívia Silveira,TI,pleno,2016-01-22,8,217.0,40.0,16.0,2.596,13.178,1.0
924948,Bianca Correia,TI,pleno,2020-03-14,4,15.0,297.0,60.0,15.279000000000002,0.099,1.0
166023,Enrico Rodrigues,TI,pleno,2016-08-22,12,165.0,181.0,48.0,7.975,2.728,8.0
86601,Ester Rocha,TI,pleno,2019-12-15,13,304.0,105.0,84.0,5.566,2.7390000000000003,2.0
212435,Stella Silveira,TI,pleno,2022-04-01,1,264.0,237.0,5.0,14.245,12.980000000000002,0.0
771692,Sra. Nicole Marques,TI,pleno,2017-12-09,1,101.0,259.0,14.0,8.261000000000001,11.671,6.0
229094,Stella Jesus,TI,pleno,2021-12-24,4,188.0,282.0,14.0,10.791000000000002,14.311000000000002,11.0
63633,Gustavo Henrique Freitas,TI,pleno,2021-09-22,11,127.0,303.0,20.0,4.081,7.942,4.0
787466,Dr. Guilherme Ramos,TI,pleno,2020-02-11,7,260.0,3.0,80.0,16.324,13.695,4.0
299340,Diogo Abreu,TI,pleno,2021-09-10,4,163.0,3.0,58.0,11.682,12.683,6.0
55303,Maysa Camargo,TI,pleno,2015-10-16,7,107.0,118.0,91.0,10.263000000000002,5.687,5.0
931813,Lavínia Aparecida,TI,pleno,2021-08-22,14,69.0,259.0,31.0,12.012,2.574,0.0
700765,Sr. Ravi Vieira,TI,pleno,2019-10-27,10,96.0,305.0,63.0,16.456000000000003,12.914,4.0
546190,Sra. Vitória Vargas,TI,pleno,2019-11-18,1,300.0,261.0,92.0,8.943000000000001,15.125000000000002,7.0
566527,Isaque Sousa,TI,pleno,2015-06-19,11,127.0,105.0,47.0,6.314000000000001,12.419,2.0
174885,Sra. Zoe Sales,TI,pleno,2020-07-13,9,71.0,137.0,94.0,10.538,10.186,3.0
308430,Sra. Ana Clara Moreira,TI,pleno,2016-12-26,2,97.0,272.0,67.0,13.431000000000004,1.9250000000000005,1.0
254165,Letícia Macedo,TI,pleno,2016-07-20,11,126.0,251.0,44.0,11.143000000000002,7.1610000000000005,1.0
502398,Emanuelly Costela,TI,pleno,2019-05-05,5,138.0,269.0,74.0,0.011,15.004,8.0
328994,Benicio Monteiro,TI,pleno,2022-09-07,5,24.0,190.0,48.0,16.225,2.4200000000000004,4.0
524852,Davi Cardoso,TI,pleno,2020-07-01,14,26.0,246.0,27.0,13.233,6.622,3.0
284892,Antony Melo,TI,pleno,2017-12-21,15,178.0,265.0,29.0,3.927,7.469,7.0
279889,Carolina da Cruz,TI,pleno,2021-03-08,5,157.0,300.0,37.0,16.401,9.394,9.0
787736,Maria Vitória Cavalcante,TI,pleno,2020-08-25,11,37.0,34.0,45.0,1.6610000000000005,13.838,3.0
737620,Dra. Sarah da Luz,TI,pleno,2020-11-19,3,166.0,217.0,84.0,0.759,6.908000000000001,6.0
328851,Daniel Moura,TI,pleno,2016-04-04,5,77.0,17.0,78.0,8.129,13.233,4.0
797284,Sabrina da Conceição,TI,pleno,2020-07-16,11,267.0,8.0,36.0,2.6950000000000003,11.935,9.0
442482,Dra. Caroline Machado,TI,pleno,2021-11-24,10,160.0,115.0,24.0,6.864000000000001,9.317000000000002,6.0
140005,Fernando Azevedo,TI,pleno,2020-05-27,6,267.0,47.0,44.0,9.119,6.952000000000001,9.0
31745,Sra. Carolina Jesus,TI,pleno,2021-01-04,8,240.0,30.0,1.0,7.062,15.95,7.0
304078,Lucas Ramos,TI,pleno,2015-05-10,8,139.0,121.0,29.0,2.112,5.588000000000001,4.0
701513,Lucca Fonseca,TI,pleno,2016-03-03,10,122.0,25.0,7.0,12.936,15.565,2.0
27633,Olivia Campos,TI,pleno,2015-12-04,12,185.0,23.0,83.0,4.994000000000001,3.4100000000000006,9.0
254397,Pedro Henrique Borges,TI,pleno,2022-04-04,11,50.0,282.0,34.0,10.549,0.902,4.0
825388,Sr. Davi Miguel Cavalcante,TI,pleno,2017-02-20,7,189.0,52.0,38.0,16.148,10.571,8.0
610220,Mathias Silveira,TI,pleno,2022-09-07,12,284.0,305.0,5.0,8.019,5.06,6.0
601934,Maitê da Costa,TI,pleno,2023-09-23,13,83.0,223.0,95.0,11.77,3.927,8.0
768346,Bento Casa Grande,TI,pleno,2018-06-01,4,30.0,269.0,72.0,0.484,9.911,0.0
833788,Dra. Melissa Casa Grande,TI,pleno,2021-11-17,12,31.0,268.0,38.0,5.401000000000001,9.526000000000002,3.0
915406,Bianca Moura,TI,pleno,2015-12-17,2,166.0,73.0,50.0,6.017,6.6000000000000005,7.0
149734,Liam Oliveira,TI,pleno,2019-02-04,5,117.0,95.0,82.0,3.311,12.254,3.0
755289,Isaac Carvalho,TI,pleno,2019-01-08,7,173.0,262.0,13.0,1.32,8.987,5.0
895137,Vitor Hugo Pastor,TI,pleno,2020-04-17,11,93.0,68.0,40.0,5.7090000000000005,8.151000000000002,4.0
887972,Helena Porto,TI,pleno,2022-06-26,8,140.0,157.0,23.0,1.122,8.701,6.0
194945,Matheus Carvalho,TI,pleno,2016-10-12,6,193.0,40.0,37.0,6.897,5.049,8.0
216737,Gael Brito,TI,pleno,2019-06-18,9,112.0,61.0,69.0,9.526000000000002,2.8380000000000005,5.0
546284,Raul Porto,TI,pleno,2019-06-30,2,150.0,84.0,7.0,8.107000000000001,9.317000000000002,9.0
609966,Bruno Nascimento,TI,pleno,2021-02-14,11,89.0,141.0,75.0,1.7270000000000003,16.302000000000003,9.0
792366,Nicolas Abreu,TI,pleno,2022-07-26,5,72.0,310.0,71.0,4.037,15.741,3.0
206711,Ísis Marques,TI,pleno,2019-10-02,5,20.0,3.0,69.0,3.311,15.411,6.0
957062,Lunna Aragão,TI,pleno,2022-07-30,4,167.0,122.0,34.0,9.46,8.965000000000002,0.0
57284,Sra. Letícia Caldeira,TI,pleno,2022-08-23,3,328.0,249.0,27.0,1.3970000000000002,3.091,4.0
782987,Maria Helena Pacheco,TI,pleno,2020-08-07,14,204.0,306.0,24.0,12.353000000000002,13.673,3.0
881504,Dr. Murilo Pereira,TI,pleno,2019-04-16,9,319.0,257.0,59.0,5.3020000000000005,12.661,11.0
952442,Luiz Henrique Pinto,TI,pleno,2020-10-24,2,210.0,111.0,81.0,8.426,13.607,11.0
13499,Ana Carolina Siqueira,TI,pleno,2015-01-12,5,320.0,315.0,28.0,15.345,12.133,7.0
474296,Marcela Aparecida,TI,pleno,2019-11-10,13,214.0,53.0,78.0,12.529000000000002,13.167000000000002,6.0
987948,Srta. Aylla Martins,TI,pleno,2018-11-14,4,35.0,22.0,99.0,0.682,1.254,5.0
536607,Nathan Rodrigues,TI,pleno,2019-10-20,1,93.0,255.0,5.0,6.589,1.2210000000000003,6.0
943545,José Novais,TI,pleno,2019-07-10,5,94.0,22.0,82.0,3.619,1.826,8.0
200426,Olivia Sousa,TI,pleno,2023-06-10,12,90.0,48.0,90.0,13.024,10.373,4.0
926000,Caroline Teixeira,TI,pleno,2022-06-06,7,143.0,229.0,75.0,12.969,0.242,4.0
535307,Vinícius Aparecida,TI,pleno,2018-02-09,13,198.0,181.0,18.0,9.262,8.283000000000001,1.0
791736,Dr. Mateus Dias,TI,pleno,2017-01-14,12,7.0,88.0,56.0,14.828,5.159000000000001,7.0
361418,Maria Luísa Vasconcelos,TI,pleno,2021-11-29,1,88.0,169.0,46.0,5.214,11.638000000000002,4.0
642451,Sr. Otávio Lima,TI,pleno,2020-11-01,9,209.0,223.0,20.0,12.595,9.284,11.0
476624,Danilo Pires,TI,pleno,2019-05-23,15,224.0,155.0,82.0,0.957,6.248,3.0
722365,Ana Carolina Rodrigues,TI,pleno,2018-11-03,5,327.0,203.0,24.0,14.201,16.467000000000002,11.0
397963,Pietro Sampaio,TI,pleno,2018-02-18,10,184.0,150.0,97.0,12.639,10.087000000000002,6.0
847235,Amanda Rezende,TI,pleno,2017-09-27,13,294.0,85.0,86.0,2.893,13.024,5.0
353240,Caleb Borges,TI,pleno,2021-07-14,12,202.0,180.0,16.0,14.96,2.211,7.0
260094,Gustavo Abreu,TI,pleno,2018-07-14,14,300.0,170.0,58.0,10.087000000000002,5.7090000000000005,6.0
431250,Ana Laura Aparecida,TI,pleno,2020-08-10,10,281.0,200.0,81.0,7.403000000000001,11.55,0.0
890615,Clara Costa,TI,pleno,2018-11-04,7,258.0,6.0,53.0,14.817000000000002,12.958,8.0
739568,Mariane Dias,TI,pleno,2015-12-28,1,138.0,80.0,31.0,9.526000000000002,2.145,1.0
40267,Sophie da Paz,TI,pleno,2015-02-18,7,312.0,257.0,49.0,14.201,11.451,7.0
759136,Maria Clara Silva,TI,pleno,2021-10-22,8,26.0,129.0,51.0,7.777000000000001,7.975,1.0
961876,Alexia Borges,TI,pleno,2021-04-02,3,70.0,235.0,66.0,11.088,1.1990000000000005,3.0
136840,Dra. Alana Vasconcelos,TI,pleno,2020-11-08,4,23.0,67.0,58.0,9.306,12.298,6.0
854811,Lunna Rios,TI,pleno,2018-11-25,13,212.0,327.0,63.0,12.397,0.7480000000000001,8.0
401243,Bernardo Vieira,TI,pleno,2020-03-30,4,104.0,196.0,7.0,9.834,1.804,6.0
643528,Mariana Lopes,TI,pleno,2015-10-22,15,233.0,78.0,44.0,14.223,3.4760000000000004,9.0
45682,Maria Luísa Porto,TI,pleno,2019-01-18,5,213.0,324.0,23.0,3.146,14.982,3.0
152895,Liam Almeida,TI,pleno,2022-01-02,3,119.0,261.0,42.0,0.308,13.266000000000002,7.0
12063,Vicente da Mata,TI,pleno,2023-08-17,15,48.0,235.0,74.0,4.5760000000000005,14.366,9.0
301670,Francisco da Cruz,TI,pleno,2016-03-06,6,82.0,236.0,63.0,14.113,15.389,8.0
524088,Nina Marques,TI,pleno,2020-08-11,3,9.0,93.0,44.0,9.515,14.047,3.0
664325,Srta. Rafaela Teixeira,TI,pleno,2018-03-15,10,293.0,173.0,5.0,14.795,13.046,9.0
199141,Isabella Sá,TI,pleno,2018-05-13,5,327.0,46.0,33.0,14.96,4.8180000000000005,1.0
614049,Leandro Novais,TI,pleno,2018-09-21,6,243.0,200.0,71.0,10.78,11.924,4.0
933831,Arthur Porto,TI,pleno,2017-04-05,15,104.0,320.0,19.0,11.836,10.483,11.0
941842,Maria Flor Santos,TI,pleno,2019-04-14,5,81.0,170.0,41.0,5.742,7.139000000000001,9.0
920544,Agatha Ferreira,TI,pleno,2020-07-19,7,308.0,4.0,50.0,14.388000000000002,1.5070000000000003,9.0
989058,Mariane Porto,TI,pleno,2015-01-31,8,308.0,168.0,96.0,6.732000000000001,0.627,0.0
173433,João Lucas Rodrigues,TI,pleno,2017-06-29,15,301.0,189.0,70.0,11.77,0.385,2.0
206762,Pietro Cunha,TI,pleno,2017-02-08,7,81.0,227.0,70.0,2.2220000000000004,2.002,7.0
800861,Sra. Isabel da Cunha,TI,pleno,2018-04-16,9,138.0,52.0,68.0,11.671,9.724,2.0
870495,Marcelo da Mota,TI,pleno,2018-07-01,5,92.0,280.0,53.0,11.781000000000002,11.77,0.0
549621,Yasmin Azevedo,TI,pleno,2019-05-09,3,176.0,31.0,75.0,9.768000000000002,10.076,7.0
10512,Noah Silva,TI,pleno,2021-07-01,6,116.0,28.0,7.0,9.878000000000002,2.09,9.0
606366,Carolina Viana,TI,pleno,2017-06-02,10,240.0,156.0,30.0,14.465000000000002,5.269,3.0
235430,Calebe Monteiro,TI,pleno,2016-06-20,13,12.0,101.0,17.0,5.984000000000001,3.696,1.0
578981,Henry Gabriel Pacheco,TI,pleno,2015-10-30,2,312.0,66.0,91.0,10.197,2.0570000000000004,9.0
752831,Sarah Casa Grande,TI,pleno,2017-05-16,13,242.0,242.0,16.0,12.573,10.362,5.0
306016,Dr. Liam Pires,TI,pleno,2020-02-27,13,211.0,14.0,9.0,9.702000000000002,15.576000000000002,1.0
546985,Sr. Enrico Sampaio,TI,pleno,2020-01-03,6,26.0,200.0,68.0,13.31,14.036,8.0
27820,Vitor Carvalho,TI,pleno,2016-01-31,11,79.0,118.0,51.0,0.385,12.914,8.0
532390,Srta. Mariana Santos,TI,pleno,2021-07-02,3,14.0,248.0,47.0,9.658,4.609000000000001,2.0
608368,Sophie Correia,TI,pleno,2016-04-27,12,172.0,275.0,25.0,8.393,4.422,0.0
304248,Henrique Viana,TI,pleno,2020-02-06,3,277.0,57.0,2.0,16.258,5.907000000000001,7.0
778887,Bárbara Brito,TI,pleno,2015-04-10,9,284.0,210.0,22.0,11.198,8.283000000000001,4.0
706331,Mathias Alves,TI,pleno,2015-05-25,2,73.0,240.0,93.0,6.688000000000001,14.553,9.0
244668,Eduarda Porto,TI,pleno,2022-03-12,13,248.0,46.0,44.0,14.762,9.185,6.0
258629,Bryan Aparecida,TI,pleno,2022-12-28,15,173.0,67.0,23.0,0.528,12.089,4.0
840547,Sr. Rael Fernandes,TI,pleno,2015-09-07,2,147.0,103.0,50.0,15.235,4.235,9.0
76694,Marcela Martins,TI,pleno,2023-10-24,2,19.0,262.0,24.0,8.096000000000002,7.425000000000001,6.0
44701,Sra. Larissa Souza,TI,pleno,2016-12-22,13,281.0,9.0,9.0,11.594,5.434000000000001,1.0
666166,Luiz Gustavo Rocha,TI,pleno,2022-04-21,2,255.0,246.0,71.0,0.253,9.46,9.0
35675,Ana Carolina Marques,TI,pleno,2017-01-19,8,116.0,327.0,95.0,1.276,13.750000000000002,9.0
194917,Miguel da Mata,TI,pleno,2020-05-23,4,309.0,235.0,50.0,14.124,0.902,7.0
609436,Dr. Vitor Hugo Campos,TI,pleno,2020-07-07,8,160.0,165.0,39.0,11.693,11.066,1.0
132549,Dr. Luiz Gustavo Borges,TI,pleno,2023-01-21,15,206.0,272.0,16.0,10.912,16.445,9.0
471971,Natália Carvalho,TI,pleno,2019-03-06,15,189.0,51.0,23.0,14.674,5.83,4.0
613156,Dr. Benjamin Sales,TI,pleno,2017-04-19,15,238.0,4.0,78.0,7.491,8.965000000000002,9.0
384779,Anna Liz Fogaça,TI,pleno,2022-10-08,7,170.0,249.0,23.0,2.9260000000000006,14.564000000000002,9.0
985639,Vicente Costela,TI,pleno,2023-10-01,13,0.0,136.0,33.0,11.385,9.493000000000002,5.0
192645,Enzo Azevedo,TI,pleno,2017-12-02,4,207.0,324.0,79.0,15.147,9.889,2.0
602959,Bella Abreu,TI,pleno,2021-12-15,13,91.0,117.0,86.0,4.906000000000001,7.832000000000001,4.0
466682,Maria Clara Porto,TI,pleno,2022-01-06,7,181.0,119.0,30.0,5.896000000000001,12.76,1.0
851900,Leandro Gonçalves,TI,pleno,2023-01-22,9,88.0,301.0,85.0,1.2320000000000002,14.113,8.0
920182,Yasmin Melo,TI,pleno,2018-08-14,2,34.0,322.0,33.0,13.629,0.308,5.0
373562,Rebeca Correia,TI,pleno,2017-01-16,8,239.0,300.0,81.0,6.116,4.246,4.0
735573,Asafe Barros,TI,pleno,2016-01-04,9,247.0,288.0,28.0,2.101,9.405,8.0
752206,Bella Monteiro,TI,pleno,2017-12-14,10,300.0,147.0,67.0,4.862,14.058,6.0
456291,Dr. Heitor Dias,TI,pleno,2022-08-23,5,151.0,212.0,63.0,10.725,14.597,1.0
141115,Dr. Vitor Araújo,TI,pleno,2016-11-30,4,24.0,304.0,75.0,4.158,9.779000000000002,8.0
707916,Heloísa da Rocha,TI,pleno,2022-10-31,2,61.0,40.0,59.0,5.852000000000001,14.564000000000002,1.0
826928,Raul Correia,TI,pleno,2016-01-10,12,295.0,156.0,38.0,3.883,8.778,0.0
544274,Sra. Carolina da Luz,TI,pleno,2019-07-20,3,36.0,165.0,67.0,15.895,15.697,7.0
887433,João Guilherme Pacheco,TI,pleno,2022-10-01,7,235.0,150.0,13.0,7.744000000000001,8.206000000000001,4.0
908208,Caleb Fernandes,TI,pleno,2015-04-11,6,191.0,103.0,2.0,3.4650000000000003,15.191000000000004,1.0
157587,Cecilia Câmara,TI,pleno,2018-12-09,8,277.0,225.0,59.0,10.571,12.562,6.0
957769,Isaque Montenegro,TI,pleno,2022-07-12,5,279.0,309.0,5.0,7.315000000000001,13.904000000000002,11.0
647698,Antônio Santos,TI,pleno,2015-02-07,3,106.0,72.0,57.0,2.233,7.557,5.0
62274,Matheus Mendonça,TI,pleno,2020-02-01,3,251.0,292.0,11.0,8.008000000000001,1.331,7.0
496969,Agatha Pimenta,TI,pleno,2015-02-17,3,140.0,18.0,66.0,9.449,14.344,11.0
655458,Dr. Gustavo Henrique Viana,TI,pleno,2015-05-30,1,48.0,165.0,41.0,3.718,15.301000000000002,8.0
444523,Melina Silveira,TI,pleno,2021-11-29,5,103.0,176.0,6.0,3.1570000000000005,0.066,7.0
779006,João Guilherme Peixoto,TI,pleno,2020-06-22,4,188.0,31.0,81.0,0.8800000000000001,1.551,5.0
526383,Luiz Fernando Peixoto,TI,pleno,2022-05-18,8,46.0,213.0,56.0,16.258,15.345,9.0
27645,Natália da Mota,TI,pleno,2020-09-22,5,50.0,68.0,22.0,13.585,9.812,9.0
333377,Anna Liz Andrade,TI,pleno,2021-09-18,1,44.0,107.0,37.0,5.929,15.367000000000004,6.0
645780,Miguel da Cruz,TI,pleno,2015-07-16,13,88.0,301.0,92.0,1.903,4.774,7.0
806860,Olivia Gomes,TI,pleno,2019-07-18,8,35.0,25.0,41.0,2.4970000000000003,1.606,5.0
568989,Luiz Otávio Garcia,TI,pleno,2016-10-11,3,269.0,75.0,55.0,15.136,9.581,2.0
658453,Srta. Manuella da Mota,TI,pleno,2017-11-27,12,242.0,316.0,81.0,15.587000000000002,13.816000000000004,9.0
752789,Lorena Jesus,TI,pleno,2017-12-01,2,161.0,150.0,41.0,14.124,12.199000000000002,7.0
790145,Fernanda Cardoso,TI,pleno,2019-06-15,1,94.0,265.0,61.0,10.197,6.347,7.0
155091,Dr. Pedro Henrique Aragão,TI,pleno,2016-11-12,11,81.0,42.0,7.0,8.393,14.806000000000004,2.0
889572,Ana Júlia Câmara,TI,pleno,2021-04-22,8,300.0,34.0,69.0,6.897,8.008000000000001,6.0
662828,Vitória da Conceição,TI,pleno,2023-03-16,12,145.0,101.0,11.0,10.659,2.2660000000000005,2.0
612407,Henry Borges,TI,pleno,2021-06-09,12,172.0,254.0,96.0,5.533,2.255,4.0
18224,Emanuella Santos,TI,pleno,2023-02-23,14,297.0,86.0,4.0,8.195,8.525,9.0
836398,Luiz Miguel Viana,TI,pleno,2021-03-20,3,96.0,312.0,44.0,1.287,10.901000000000002,1.0
637839,Davi Lucas Brito,TI,pleno,2019-11-14,14,61.0,270.0,99.0,2.079,1.276,1.0
521746,Dr. Danilo Albuquerque,TI,pleno,2016-03-11,2,283.0,206.0,74.0,12.705000000000002,3.1130000000000004,9.0
278984,Heloisa Aragão,TI,pleno,2018-08-21,14,90.0,240.0,52.0,16.104000000000003,7.667000000000001,2.0
317346,Amanda Sá,TI,pleno,2023-10-03,5,212.0,95.0,84.0,12.232,9.35,4.0
982381,Valentina Cavalcante,TI,pleno,2017-12-11,4,234.0,248.0,90.0,11.528000000000002,4.9830000000000005,5.0
726325,Sr. Ravi Lucca Moraes,TI,pleno,2018-05-06,3,303.0,256.0,92.0,9.295,11.264,2.0
397355,Emanuella Araújo,TI,pleno,2017-02-06,14,255.0,171.0,11.0,6.017,12.958,6.0
97566,Josué Martins,TI,pleno,2016-11-26,6,11.0,26.0,19.0,15.983,12.848,7.0
803567,Olivia Cunha,TI,pleno,2017-12-14,4,90.0,161.0,79.0,9.086,16.192000000000004,0.0
599087,Maria Vitória Pacheco,TI,pleno,2015-08-31,13,4.0,176.0,34.0,7.799,15.125000000000002,3.0
649238,Luiza Lopes,TI,pleno,2019-03-17,1,118.0,212.0,51.0,12.529000000000002,12.221,6.0
778729,Maya Porto,TI,pleno,2022-04-08,10,220.0,17.0,68.0,5.214,14.3,7.0
606951,Thales Montenegro,TI,pleno,2019-10-11,3,328.0,47.0,41.0,7.348,7.106000000000001,4.0
182714,Luiz Gustavo Cunha,TI,pleno,2019-05-23,14,232.0,272.0,26.0,9.768000000000002,6.754,11.0
274330,Ana Júlia Montenegro,TI,pleno,2020-06-06,15,170.0,55.0,72.0,13.750000000000002,13.794,5.0
65245,Isis Montenegro,TI,pleno,2019-06-20,3,306.0,243.0,64.0,10.923,10.329,3.0
521934,Enrico Jesus,TI,pleno,2023-06-28,13,257.0,235.0,31.0,6.556,4.763000000000001,6.0
797703,Melissa Sá,TI,pleno,2017-09-22,3,155.0,290.0,92.0,9.086,12.452000000000002,11.0
710324,Liam Vargas,TI,pleno,2017-03-07,6,265.0,9.0,1.0,13.772,12.782,9.0
156976,Samuel Costela,TI,pleno,2021-04-19,9,4.0,143.0,69.0,4.367000000000001,1.848,7.0
516970,João Pedro Moraes,TI,pleno,2017-12-24,2,326.0,95.0,61.0,10.494,8.591000000000001,2.0
61285,Ana Julia da Cruz,TI,pleno,2020-01-03,1,134.0,84.0,73.0,2.8600000000000003,10.879,6.0
563846,Luiza Nogueira,TI,pleno,2022-08-16,11,195.0,147.0,47.0,2.552,7.051000000000001,1.0
149372,Henry Câmara,TI,pleno,2018-08-27,8,328.0,238.0,77.0,7.348,10.912,3.0
221965,Maria Luiza Oliveira,TI,pleno,2015-06-14,15,306.0,191.0,19.0,4.763000000000001,7.282000000000001,8.0
864163,Maria Eduarda Pimenta,TI,pleno,2017-10-30,6,225.0,48.0,2.0,12.551000000000002,4.268,7.0
182197,Luana Oliveira,TI,pleno,2016-03-24,11,146.0,259.0,71.0,11.165,7.370000000000001,7.0
42310,Isabela Ramos,TI,pleno,2019-05-29,8,55.0,5.0,95.0,6.050000000000001,0.143,9.0
622294,Bianca Costa,TI,pleno,2018-03-09,1,111.0,199.0,58.0,0.671,7.326,9.0
744166,Marcos Vinicius da Paz,TI,pleno,2021-06-02,3,246.0,294.0,84.0,12.199000000000002,2.3320000000000003,4.0
484590,Sr. Bruno Gomes,TI,pleno,2023-06-18,6,136.0,253.0,67.0,13.409,13.563,9.0
815454,Sr. Luan Mendes,TI,pleno,2019-03-31,11,73.0,38.0,5.0,5.555000000000001,3.278,2.0
81788,Sr. Matheus da Luz,TI,pleno,2022-10-02,13,284.0,229.0,95.0,8.712,7.546000000000001,8.0
261139,Laura Sousa,TI,pleno,2019-03-28,7,71.0,9.0,78.0,2.827,6.6770000000000005,2.0
569946,Nicolas Machado,TI,pleno,2017-02-26,11,123.0,293.0,86.0,11.385,11.649,9.0
182409,Mariah Freitas,TI,pleno,2017-01-21,3,99.0,35.0,84.0,16.214000000000002,8.536,1.0
850694,Dra. Ester Costela,TI,pleno,2022-04-28,5,321.0,44.0,38.0,11.957,5.7860000000000005,3.0
674986,Bernardo Moreira,TI,pleno,2015-03-26,10,162.0,174.0,71.0,11.473,8.503000000000002,5.0
