ID_Funcionario,Nome,Departamento,Cargo,Data_Contratacao,Treinamentos_Completos,Tickets_Resolvidos,Tickets_Resolvidos_No_Prazo,Tempo_Medio_Atendimento_Minutos,Porcentagem_Reducao_Custos,Porcentagem_Aumento_Conversao_Apos_Melhorias,Max_Bugs_Criticos
399705,Srta. Luna da Paz,TI,senior,2018-05-28,11,241.0,298.0,9.0,14.7,20.775,4.0
817659,Davi Almeida,TI,senior,2016-03-01,14,399.0,22.0,109.0,0.09,14.73,13.0
717481,Antônio Sampaio,TI,senior,2021-12-21,10,204.0,45.0,18.0,17.46,18.03,9.0
680540,Ian Macedo,TI,senior,2022-04-14,5,376.0,30.0,37.0,3.585,3.18,4.0
759741,Pedro Camargo,TI,senior,2018-06-12,12,364.0,189.0,12.0,3.315,15.525,15.0
953138,Felipe Pinto,TI,senior,2019-07-19,11,64.0,7.0,105.0,8.145,17.04,4.0
50606,Ana Beatriz Fogaça,TI,senior,2019-02-19,13,300.0,421.0,76.0,20.205,12.525,0.0
23576,Heloisa Azevedo,TI,senior,2016-09-14,11,75.0,432.0,97.0,6.09,3.975,12.0
593235,Bryan Silveira,TI,senior,2019-11-12,9,174.0,246.0,132.0,19.575000000000003,8.91,7.0
292518,Yan Gonçalves,TI,senior,2021-08-06,12,310.0,3.0,1.0,2.37,13.095,15.0
982593,João Pedro Araújo,TI,senior,2022-05-27,3,96.0,120.0,10.0,5.25,15.375,12.0
510113,Emanuel Albuquerque,TI,senior,2015-03-20,7,184.0,61.0,81.0,4.035,2.16,3.0
661708,Thiago Almeida,TI,senior,2015-01-13,15,54.0,28.0,16.0,22.425,21.345,4.0
262890,José Pedro Câmara,TI,senior,2021-08-06,9,310.0,240.0,70.0,12.495,17.64,6.0
280414,João Miguel Cassiano,TI,senior,2023-08-02,14,187.0,204.0,22.0,21.855,10.65,4.0
301002,Elisa Vasconcelos,TI,senior,2022-11-09,6,189.0,399.0,27.0,10.335,6.375,4.0
914471,Arthur Rodrigues,TI,senior,2023-08-20,15,243.0,355.0,130.0,11.505,5.1,1.0
485658,Maria Luísa Monteiro,TI,senior,2022-01-06,14,133.0,168.0,115.0,13.919999999999998,17.16,9.0
648691,Felipe da Luz,TI,senior,2020-07-30,1,382.0,94.0,60.0,0.36,7.02,9.0
316810,João Vitor Costela,TI,senior,2022-04-16,13,105.0,183.0,33.0,3.54,6.2250000000000005,3.0
765419,Olivia Moreira,TI,senior,2015-11-06,4,37.0,58.0,19.0,12.69,7.199999999999999,13.0
660377,Enrico Carvalho,TI,senior,2023-04-26,4,153.0,318.0,27.0,21.18,19.59,6.0
162548,Ana Cecília Azevedo,TI,senior,2022-07-27,13,124.0,376.0,52.0,22.5,22.47,6.0
369779,Yago Vargas,TI,senior,2016-08-12,10,169.0,243.0,45.0,11.115,0.21,1.0
994251,Sr. Davi Lucca Câmara,TI,senior,2022-07-28,15,193.0,255.0,114.0,20.07,12.555,12.0
609742,Antony Caldeira,TI,senior,2018-12-01,3,273.0,184.0,27.0,12.855,20.925,1.0
587569,Guilherme Câmara,TI,senior,2020-12-05,15,33.0,160.0,108.0,13.485,11.37,7.0
280849,Davi Farias,TI,senior,2019-11-10,7,292.0,333.0,103.0,21.585,17.025,12.0
7665,José Miguel Viana,TI,senior,2021-04-20,6,22.0,159.0,130.0,9.645,2.805,12.0
511934,Eloah Vargas,TI,senior,2016-12-17,8,421.0,115.0,60.0,17.055,5.22,4.0
149424,João Gabriel Castro,TI,senior,2019-01-23,7,319.0,306.0,133.0,8.76,9.675,15.0
813720,Henry Rocha,TI,senior,2019-10-25,4,367.0,211.0,30.0,10.38,6.525,10.0
923539,Bruno Albuquerque,TI,senior,2021-12-20,7,91.0,280.0,93.0,10.08,0.195,6.0
302867,Benício Mendes,TI,senior,2021-06-14,8,249.0,60.0,4.0,5.13,20.745,7.0
6566,Nina Marques,TI,senior,2020-06-09,1,73.0,243.0,72.0,20.76,5.385,4.0
710391,Vicente Carvalho,TI,senior,2023-12-22,9,321.0,294.0,12.0,3.33,16.634999999999998,6.0
204152,Rael Viana,TI,senior,2016-08-19,13,78.0,9.0,22.0,8.129999999999999,9.885,7.0
678958,Rafael Jesus,TI,senior,2021-12-02,4,130.0,210.0,118.0,4.800000000000001,4.71,6.0
208965,Aurora Viana,TI,senior,2021-12-19,2,280.0,409.0,97.0,20.055,3.015,4.0
201619,Joana Abreu,TI,senior,2023-01-31,11,88.0,120.0,34.0,18.795,10.365,12.0
981614,Rafaela da Luz,TI,senior,2020-10-14,11,75.0,339.0,78.0,3.5250000000000004,18.465,3.0
921555,Melina Moraes,TI,senior,2019-11-07,13,376.0,396.0,39.0,19.47,2.085,4.0
783746,Milena Pereira,TI,senior,2019-01-21,8,43.0,22.0,117.0,0.4499999999999999,18.24,10.0
193489,Dra. Laura Teixeira,TI,senior,2018-12-04,7,190.0,415.0,79.0,8.715,11.385,3.0
414139,Isaac Pinto,TI,senior,2015-02-05,4,67.0,388.0,15.0,19.185,20.700000000000003,7.0
69279,Sra. Luana Ferreira,TI,senior,2015-02-08,13,211.0,198.0,28.0,21.54,0.21,13.0
52816,Raquel Sampaio,TI,senior,2015-01-27,9,376.0,435.0,73.0,9.765,3.9,13.0
892453,Ana Carolina Barros,TI,senior,2019-08-07,11,112.0,201.0,106.0,6.795,14.985,13.0
38687,Kevin Abreu,TI,senior,2022-04-15,4,397.0,364.0,120.0,11.595,10.965,13.0
410215,Dra. Sophia Azevedo,TI,senior,2019-05-22,1,393.0,148.0,88.0,22.26,0.945,1.0
767056,Benicio Barbosa,TI,senior,2019-04-15,11,51.0,325.0,6.0,8.475000000000001,21.345,3.0
116592,Lucca Viana,TI,senior,2018-04-21,13,370.0,195.0,108.0,13.275,14.28,15.0
529271,Caleb Marques,TI,senior,2017-07-07,3,394.0,85.0,120.0,17.294999999999998,19.065,0.0
494501,Manuela Andrade,TI,senior,2015-05-16,14,273.0,339.0,46.0,7.635,22.275,12.0
457623,Augusto Borges,TI,senior,2016-04-16,1,394.0,84.0,13.0,20.82,11.835,6.0
550319,Anthony Almeida,TI,senior,2021-07-27,13,220.0,375.0,118.0,3.975,17.64,12.0
388066,Levi Gomes,TI,senior,2020-06-29,4,139.0,339.0,7.0,8.625,15.78,10.0
164826,Maria Isis Santos,TI,senior,2017-09-28,6,79.0,153.0,18.0,14.37,3.375,15.0
613536,Olivia Cirino,TI,senior,2022-12-15,7,55.0,355.0,13.0,5.745,11.355,6.0
812421,Diego Camargo,TI,senior,2020-03-26,13,16.0,379.0,135.0,8.850000000000001,15.93,6.0
714527,Maria Eduarda Brito,TI,senior,2021-02-03,4,376.0,177.0,133.0,4.905,0.375,10.0
70571,Natália Abreu,TI,senior,2017-09-11,8,70.0,99.0,49.0,19.86,15.54,4.0
178854,Evelyn Gomes,TI,senior,2021-01-24,5,184.0,217.0,21.0,11.835,6.9750000000000005,10.0
305818,Melina Abreu,TI,senior,2017-10-29,13,22.0,243.0,42.0,16.65,18.42,13.0
90251,Maysa Gonçalves,TI,senior,2017-11-04,4,429.0,169.0,112.0,17.685,6.66,12.0
432168,Benjamin Cunha,TI,senior,2021-11-11,15,237.0,235.0,109.0,11.385,13.395,10.0
48859,Pedro Miguel Pinto,TI,senior,2023-09-13,5,420.0,28.0,58.0,18.99,7.199999999999999,4.0
713818,Srta. Maria Sophia Correia,TI,senior,2023-08-22,8,346.0,49.0,132.0,16.32,3.84,1.0
683686,Rafael Duarte,TI,senior,2021-10-29,6,292.0,331.0,73.0,0.585,12.165,4.0
977222,Pietra Sá,TI,senior,2023-09-25,5,43.0,18.0,99.0,5.3100000000000005,1.455,12.0
602462,Leandro Porto,TI,senior,2023-05-09,7,82.0,123.0,85.0,17.625,14.19,10.0
599738,Dra. Eloá Novaes,TI,senior,2021-09-24,11,46.0,402.0,31.0,14.1,6.615,9.0
391816,Stella Marques,TI,senior,2022-11-02,9,262.0,139.0,37.0,0.8400000000000001,1.35,9.0
565589,Stella Novaes,TI,senior,2015-05-31,2,64.0,406.0,55.0,13.41,16.395,6.0
961501,Evelyn Alves,TI,senior,2017-05-27,1,378.0,358.0,15.0,4.9350000000000005,16.424999999999997,7.0
110437,Ana Carolina Fogaça,TI,senior,2019-09-15,8,288.0,229.0,37.0,19.725,20.76,10.0
589038,Ana Moura,TI,senior,2020-07-10,7,82.0,277.0,66.0,21.06,16.5,3.0
968121,Liam Peixoto,TI,senior,2022-01-06,15,411.0,289.0,49.0,4.365,2.49,4.0
19095,Miguel Cunha,TI,senior,2015-05-24,2,322.0,379.0,82.0,1.4249999999999998,3.78,3.0
361070,Dr. Vinícius Câmara,TI,senior,2020-06-27,7,1.0,87.0,31.0,18.135,8.43,6.0
271335,Olívia Aragão,TI,senior,2020-08-07,3,90.0,414.0,28.0,4.17,19.11,6.0
670874,Daniel Alves,TI,senior,2019-10-02,11,133.0,210.0,99.0,1.035,17.16,9.0
440963,Juan Pires,TI,senior,2016-11-16,2,363.0,52.0,109.0,12.465,5.61,7.0
883691,Dra. Anna Liz Casa Grande,TI,senior,2016-04-16,8,409.0,130.0,18.0,8.97,1.29,13.0
10208,Alexia Correia,TI,senior,2020-10-07,11,444.0,31.0,16.0,19.77,10.65,13.0
176030,Heloisa Rodrigues,TI,senior,2023-02-27,1,144.0,336.0,7.0,12.54,17.235,3.0
911980,Sr. Dom Pereira,TI,senior,2016-07-18,6,211.0,195.0,81.0,0.78,14.955000000000002,7.0
918921,Ana da Rocha,TI,senior,2017-12-22,6,273.0,402.0,39.0,9.585,14.294999999999998,1.0
447454,Maria Eduarda Rios,TI,senior,2016-05-02,14,129.0,154.0,132.0,14.91,22.425,1.0
786255,Breno Marques,TI,senior,2022-01-11,3,364.0,253.0,100.0,11.64,7.245,12.0
752152,Evelyn Alves,TI,senior,2020-03-14,12,126.0,216.0,132.0,17.19,21.63,7.0
964264,Ryan Costa,TI,senior,2018-01-03,8,61.0,22.0,1.0,22.155,8.355,1.0
44667,Henrique Silveira,TI,senior,2020-09-14,12,118.0,145.0,43.0,15.84,22.47,10.0
327123,Dr. Miguel Porto,TI,senior,2022-11-02,9,406.0,81.0,91.0,1.89,14.94,3.0
770554,Sr. Mateus Leão,TI,senior,2020-05-04,12,367.0,70.0,78.0,16.830000000000002,7.305,9.0
735636,Apollo Camargo,TI,senior,2015-02-10,1,201.0,198.0,109.0,9.735,15.615,6.0
331778,Nathan Ferreira,TI,senior,2022-02-12,6,36.0,54.0,25.0,8.205,8.565,4.0
908297,Davi Miguel Fernandes,TI,senior,2017-04-09,1,292.0,94.0,60.0,19.455,11.16,13.0
577669,João Miguel Rocha,TI,senior,2021-10-14,11,312.0,394.0,43.0,18.27,2.97,6.0
658357,Eloá da Paz,TI,senior,2015-11-18,10,433.0,361.0,39.0,15.57,1.035,15.0
419078,Gabriel Araújo,TI,senior,2016-08-19,8,399.0,129.0,21.0,11.265,8.655,7.0
989564,Agatha da Cunha,TI,senior,2016-01-18,12,138.0,348.0,69.0,15.54,3.225,15.0
398405,Giovanna Cavalcante,TI,senior,2017-08-01,8,256.0,121.0,81.0,18.03,19.245,15.0
772937,Enzo Pinto,TI,senior,2020-08-30,3,19.0,378.0,118.0,2.205,19.83,4.0
769272,Samuel da Cruz,TI,senior,2016-05-13,2,225.0,340.0,105.0,17.1,7.59,4.0
63720,Yan Moraes,TI,senior,2022-01-13,2,72.0,349.0,15.0,2.61,12.645,12.0
531881,Ana Carolina Camargo,TI,senior,2016-02-04,6,36.0,294.0,6.0,12.03,20.295,3.0
822624,Daniela Nascimento,TI,senior,2021-05-11,5,241.0,3.0,121.0,20.535,12.45,3.0
268114,Mateus Pires,TI,senior,2019-11-18,5,259.0,76.0,103.0,7.77,13.14,4.0
797539,Jade Carvalho,TI,senior,2018-05-14,7,186.0,319.0,82.0,19.185,14.145,13.0
195268,Melina Almeida,TI,senior,2018-12-19,13,417.0,147.0,66.0,6.720000000000001,4.725,7.0
325636,Lorenzo Pimenta,TI,senior,2020-09-24,2,144.0,49.0,39.0,15.78,17.775,13.0
609487,Marcela Melo,TI,senior,2021-02-03,12,244.0,132.0,67.0,14.19,10.5,1.0
465780,Juliana Brito,TI,senior,2023-10-11,10,120.0,145.0,126.0,9.495,17.46,10.0
532775,Calebe Câmara,TI,senior,2023-05-16,5,187.0,25.0,124.0,13.635,13.005,9.0
645191,Ana Carolina Vargas,TI,senior,2021-04-24,9,99.0,106.0,18.0,4.5600000000000005,12.075,12.0
747892,Davi Luiz Viana,TI,senior,2015-03-01,6,189.0,253.0,120.0,22.11,1.365,6.0
78965,Matheus Castro,TI,senior,2017-08-25,11,70.0,370.0,123.0,7.08,18.48,1.0
674407,Nicolas Teixeira,TI,senior,2015-08-03,4,256.0,420.0,61.0,20.94,4.44,7.0
529398,Isabel Novaes,TI,senior,2022-07-09,15,300.0,337.0,9.0,2.655,11.13,3.0
261423,Arthur Pacheco,TI,senior,2023-07-07,6,394.0,87.0,112.0,20.325000000000003,12.36,10.0
506205,Sr. Breno Marques,TI,senior,2020-03-04,3,117.0,118.0,133.0,20.07,7.875,1.0
770184,Eloah Oliveira,TI,senior,2021-12-15,1,262.0,345.0,85.0,10.26,10.965,6.0
233981,Heloisa Andrade,TI,senior,2021-02-02,13,85.0,265.0,58.0,18.78,8.745000000000001,12.0
214198,Sr. Bryan Castro,TI,senior,2017-04-23,8,346.0,160.0,109.0,11.745,20.595,13.0
535952,José Pedro Peixoto,TI,senior,2019-12-24,4,24.0,292.0,57.0,2.145,15.75,4.0
332112,Letícia Ribeiro,TI,senior,2020-03-02,13,408.0,307.0,96.0,20.82,11.205,10.0
417623,Rael Silva,TI,senior,2023-09-19,11,253.0,297.0,42.0,15.27,21.855,12.0
473675,Sra. Giovanna Souza,TI,senior,2022-02-01,15,373.0,345.0,60.0,14.955000000000002,18.99,7.0
603252,Maria Laura Mendonça,TI,senior,2017-12-17,2,169.0,157.0,7.0,2.505,18.945,6.0
226008,Ana Sophia Ferreira,TI,senior,2017-07-10,5,384.0,211.0,82.0,15.18,2.34,9.0
341000,Raquel Lopes,TI,senior,2018-08-21,14,435.0,124.0,72.0,20.385,4.11,4.0
111766,Davi Mendonça,TI,senior,2018-09-01,6,145.0,217.0,39.0,0.15,5.19,3.0
141044,Manuella Pacheco,TI,senior,2019-05-11,7,274.0,79.0,21.0,6.9750000000000005,6.84,13.0
823976,Fernando Fernandes,TI,senior,2018-07-02,8,343.0,163.0,49.0,21.96,3.54,13.0
950668,Gabriela Nogueira,TI,senior,2016-11-14,1,174.0,94.0,7.0,1.6949999999999998,15.255,13.0
457603,Isabel Borges,TI,senior,2018-05-19,12,90.0,324.0,82.0,1.59,3.285,9.0
591857,Srta. Ana Vitória Silva,TI,senior,2016-06-10,9,304.0,370.0,91.0,21.225,20.01,12.0
571444,Eloá Castro,TI,senior,2015-09-14,4,34.0,415.0,7.0,6.855,11.535,4.0
217104,Enrico Aragão,TI,senior,2023-06-05,7,399.0,40.0,81.0,0.105,19.47,12.0
843175,Dr. Augusto Garcia,TI,senior,2019-01-12,4,3.0,331.0,121.0,15.525,19.965,6.0
598635,Thomas Pinto,TI,senior,2018-04-04,8,3.0,334.0,114.0,2.52,10.95,4.0
840458,Enrico Borges,TI,senior,2017-08-30,9,225.0,430.0,1.0,19.98,5.79,15.0
9762,Brayan Pires,TI,senior,2021-04-07,6,421.0,421.0,45.0,1.455,6.675000000000001,9.0
925981,Dante Aragão,TI,senior,2017-02-04,5,423.0,117.0,7.0,11.73,5.94,6.0
335780,Anna Liz Cardoso,TI,senior,2016-05-20,9,183.0,283.0,13.0,17.115000000000002,21.585,13.0
288480,Ana Lívia Vieira,TI,senior,2023-09-25,14,397.0,231.0,16.0,3.24,7.755,4.0
222626,Maitê Cavalcanti,TI,senior,2016-06-26,10,342.0,151.0,76.0,12.075,21.705,13.0
539665,Srta. Manuela Correia,TI,senior,2017-02-09,7,243.0,366.0,30.0,20.28,6.51,1.0
750295,Pedro Henrique Montenegro,TI,senior,2018-09-01,7,39.0,46.0,106.0,3.6,6.029999999999999,13.0
388389,Sr. Luigi Melo,TI,senior,2022-09-01,6,235.0,271.0,30.0,4.38,2.805,7.0
498422,Maria Liz da Mata,TI,senior,2019-02-03,15,90.0,334.0,1.0,7.635,14.625,0.0
359039,Isabella Farias,TI,senior,2019-07-18,5,354.0,103.0,76.0,14.73,9.045,7.0
147749,Murilo Fernandes,TI,senior,2020-07-21,11,240.0,15.0,24.0,4.5,10.95,6.0
89510,Maria Luísa Nunes,TI,senior,2023-12-28,8,112.0,229.0,0.0,15.63,5.58,1.0
653483,Ravi Caldeira,TI,senior,2016-07-10,3,100.0,340.0,7.0,12.51,3.495,15.0
316351,Levi Novais,TI,senior,2015-04-28,7,192.0,31.0,124.0,18.06,2.925,7.0
878663,Joaquim Sampaio,TI,senior,2020-12-21,14,169.0,144.0,16.0,11.79,17.475,1.0
988304,Pietro Pires,TI,senior,2018-01-31,1,52.0,210.0,43.0,12.51,6.495,4.0
923033,Rafael Cassiano,TI,senior,2015-11-06,8,312.0,91.0,18.0,21.42,6.105,9.0
199205,Murilo Nascimento,TI,senior,2018-10-16,8,124.0,133.0,75.0,16.575000000000003,3.1049999999999995,12.0
938967,Diego Lopes,TI,senior,2017-10-12,8,78.0,145.0,130.0,10.17,13.77,15.0
626302,João Vitor Teixeira,TI,senior,2017-06-13,5,382.0,361.0,30.0,18.645,9.81,12.0
298806,Samuel Peixoto,TI,senior,2019-03-21,2,346.0,24.0,55.0,1.47,4.815,7.0
868711,Antony Sales,TI,senior,2020-11-05,3,421.0,445.0,120.0,15.044999999999998,14.37,6.0
825544,Sofia da Costa,TI,senior,2018-08-31,14,277.0,318.0,69.0,13.53,20.085,10.0
98593,Davi Lucca da Rocha,TI,senior,2021-03-16,4,289.0,49.0,84.0,17.595,7.845000000000001,9.0
372262,Bruna Jesus,TI,senior,2023-10-04,6,132.0,340.0,85.0,16.455000000000002,18.735,12.0
748307,Bruno Nogueira,TI,senior,2020-04-18,11,201.0,234.0,111.0,1.2000000000000002,13.05,13.0
365305,Lucas Gabriel Novaes,TI,senior,2022-11-30,7,436.0,33.0,54.0,18.12,5.6850000000000005,1.0
845403,Pedro da Luz,TI,senior,2020-04-14,1,73.0,115.0,73.0,0.885,10.335,12.0
29268,Sra. Alice Caldeira,TI,senior,2016-09-06,2,115.0,279.0,127.0,12.0,1.0499999999999998,1.0
727933,Isabel Porto,TI,senior,2017-08-12,12,279.0,378.0,30.0,18.555,10.875,4.0
150274,Emanuelly Peixoto,TI,senior,2016-12-05,11,220.0,217.0,102.0,15.315,12.885,1.0
857614,Amanda Pimenta,TI,senior,2016-05-12,9,274.0,318.0,93.0,14.145,5.175000000000001,12.0
794799,Sr. Benicio Azevedo,TI,senior,2022-08-28,6,438.0,405.0,3.0,4.17,16.544999999999998,7.0
654327,José Duarte,TI,senior,2017-09-17,10,328.0,178.0,90.0,17.805,4.35,15.0
326669,Pedro Henrique Lima,TI,senior,2023-03-10,10,330.0,75.0,85.0,19.395,5.88,1.0
230347,Antonella Camargo,TI,senior,2016-01-18,10,369.0,219.0,88.0,13.86,7.904999999999999,1.0
564806,Sophie Casa Grande,TI,senior,2022-10-11,8,43.0,195.0,90.0,0.6000000000000001,7.23,13.0
659264,Sr. Erick Martins,TI,senior,2023-04-20,8,133.0,193.0,76.0,14.115,3.5250000000000004,0.0
741222,Yago Duarte,TI,senior,2022-08-18,13,277.0,328.0,13.0,7.38,5.925000000000001,7.0
22937,Elisa Pacheco,TI,senior,2019-09-26,14,447.0,201.0,93.0,14.79,13.875,4.0
455063,Thomas Souza,TI,senior,2020-02-05,12,129.0,217.0,4.0,3.045,20.505,1.0
81476,Ana Cavalcanti,TI,senior,2015-12-31,11,96.0,228.0,10.0,14.22,2.04,13.0
709654,Pedro Miguel Aragão,TI,senior,2021-09-03,6,78.0,79.0,49.0,11.61,21.705,3.0
160918,Arthur Cavalcante,TI,senior,2018-04-10,11,169.0,432.0,33.0,8.25,6.255,10.0
990536,Leandro da Rosa,TI,senior,2015-05-24,13,234.0,183.0,66.0,8.459999999999999,1.26,12.0
879084,Sr. João Miguel Vasconcelos,TI,senior,2022-07-31,5,130.0,444.0,115.0,19.74,15.465,15.0
750800,Rafaela Nogueira,TI,senior,2021-02-18,15,99.0,318.0,121.0,15.69,7.845000000000001,4.0
6779,Davi Luiz Pereira,TI,senior,2023-01-14,7,445.0,144.0,97.0,3.975,20.85,7.0
560397,Dra. Alana Lima,TI,senior,2017-04-25,5,106.0,33.0,117.0,22.125,21.24,10.0
570472,Isaac Garcia,TI,senior,2020-06-26,11,204.0,318.0,133.0,13.215,14.895,12.0
927803,Manuela Martins,TI,senior,2018-09-25,13,357.0,285.0,10.0,15.63,19.950000000000003,3.0
86363,Fernando Mendonça,TI,senior,2021-09-24,7,426.0,214.0,121.0,4.875,9.27,12.0
761924,Dr. Thomas Cavalcanti,TI,senior,2018-10-25,5,342.0,373.0,48.0,21.96,8.34,6.0
470194,Melina Rios,TI,senior,2017-03-04,5,49.0,403.0,42.0,19.74,4.74,7.0
670955,Ana Júlia Nogueira,TI,senior,2015-12-21,15,240.0,358.0,15.0,9.015,1.905,0.0
560063,Emanuelly Vargas,TI,senior,2018-05-23,10,184.0,40.0,51.0,20.07,19.665,7.0
777674,Olívia Fogaça,TI,senior,2016-11-23,11,313.0,232.0,127.0,1.71,1.395,10.0
366033,Maria Vitória da Mata,TI,senior,2016-05-24,4,67.0,447.0,100.0,7.814999999999999,16.950000000000003,7.0
582031,Clarice Albuquerque,TI,senior,2018-03-22,7,402.0,172.0,7.0,4.949999999999999,19.32,3.0
521770,Emanuelly Pereira,TI,senior,2022-01-05,15,319.0,250.0,84.0,12.135,10.155,3.0
980432,Anthony Silveira,TI,senior,2020-01-23,6,162.0,274.0,45.0,12.075,15.57,3.0
519006,Milena Nascimento,TI,senior,2016-12-25,14,217.0,405.0,7.0,13.035,4.665,7.0
464637,Joaquim Ramos,TI,senior,2020-10-19,6,228.0,264.0,111.0,13.41,18.765,0.0
71045,Esther Nogueira,TI,senior,2015-06-13,14,121.0,189.0,3.0,18.09,17.294999999999998,1.0
890607,Lívia Rocha,TI,senior,2023-11-10,12,21.0,388.0,31.0,6.584999999999999,11.025,6.0
532499,José Pedro Correia,TI,senior,2023-03-02,10,349.0,33.0,54.0,17.31,11.19,10.0
832065,Davi Nunes,TI,senior,2023-03-22,8,238.0,444.0,43.0,20.505,12.15,9.0
179246,Ana Cecília da Rosa,TI,senior,2017-01-26,9,309.0,234.0,27.0,1.38,5.67,7.0
402290,Bella Barbosa,TI,senior,2020-09-18,3,439.0,244.0,9.0,20.505,1.32,3.0
941996,Arthur Guerra,TI,senior,2015-07-28,7,360.0,442.0,52.0,6.915000000000001,6.6000000000000005,4.0
658739,Diogo Aragão,TI,senior,2018-09-23,1,25.0,441.0,69.0,22.41,16.44,12.0
821600,Thales Araújo,TI,senior,2018-03-21,4,100.0,292.0,123.0,4.725,12.419999999999998,12.0
914690,Alana Dias,TI,senior,2016-06-22,8,396.0,213.0,91.0,20.505,9.3,7.0
919427,Dra. Stella da Rocha,TI,senior,2017-11-20,14,373.0,406.0,13.0,9.345,7.365,4.0
859986,Ágatha da Cruz,TI,senior,2015-04-19,10,25.0,46.0,109.0,0.75,7.875,10.0
953925,Thales Nunes,TI,senior,2020-05-13,7,180.0,112.0,4.0,18.99,20.835,10.0
600701,Evelyn Machado,TI,senior,2016-08-28,8,444.0,118.0,10.0,16.830000000000002,17.04,4.0
740029,Mirella Abreu,TI,senior,2015-03-22,3,280.0,393.0,43.0,3.555,18.525,10.0
322715,Dante Marques,TI,senior,2015-12-08,3,177.0,366.0,133.0,17.580000000000002,9.495,7.0
30262,João Guilherme Castro,TI,senior,2018-09-20,15,39.0,118.0,54.0,20.85,19.365,12.0
185254,Dr. Lucas Vargas,TI,senior,2021-03-28,2,132.0,102.0,94.0,21.675,13.62,15.0
32113,Mariane Fonseca,TI,senior,2019-12-03,15,267.0,327.0,46.0,12.405,0.93,13.0
992419,Emanuella Campos,TI,senior,2018-03-18,10,373.0,172.0,10.0,11.205,5.835,0.0
151909,Danilo Novais,TI,senior,2019-02-13,1,204.0,334.0,126.0,8.67,5.805,15.0
897516,Gael Henrique Andrade,TI,senior,2015-02-15,13,220.0,34.0,87.0,13.11,8.895,10.0
73226,Luigi Aparecida,TI,senior,2022-03-06,10,24.0,156.0,49.0,2.85,10.83,3.0
433947,Enrico Ribeiro,TI,senior,2019-02-25,4,244.0,138.0,99.0,9.33,1.485,13.0
988217,Enzo Gabriel Casa Grande,TI,senior,2015-12-23,3,19.0,340.0,112.0,20.61,2.505,10.0
760848,Alícia Melo,TI,senior,2023-06-25,10,165.0,216.0,70.0,8.459999999999999,5.43,4.0
419268,Clarice Sá,TI,senior,2018-11-28,5,78.0,408.0,66.0,9.405,2.22,3.0
204565,Ana Liz Fogaça,TI,senior,2016-05-09,13,147.0,268.0,79.0,16.515,6.84,4.0
921780,Luiz Miguel Pimenta,TI,senior,2021-10-29,7,21.0,349.0,93.0,9.165,0.15,15.0
917319,Davi Miguel Pacheco,TI,senior,2017-12-02,15,306.0,54.0,31.0,17.924999999999997,13.725,13.0
529184,Sr. José Miguel Souza,TI,senior,2023-03-03,13,124.0,267.0,19.0,6.63,18.96,10.0
127563,Daniela Cardoso,TI,senior,2019-01-03,1,250.0,220.0,61.0,5.085,8.385,1.0
843970,André Ribeiro,TI,senior,2017-05-01,13,318.0,261.0,132.0,15.03,11.88,13.0
597206,Eduarda Barros,TI,senior,2020-09-22,13,121.0,252.0,67.0,19.995,12.6,4.0
453025,Laura Pacheco,TI,senior,2016-11-16,14,424.0,84.0,19.0,17.445,18.63,15.0
215031,Enzo Gabriel Pastor,TI,senior,2015-09-06,15,246.0,361.0,49.0,1.6800000000000002,8.745000000000001,13.0
256845,Fernanda Abreu,TI,senior,2023-09-29,5,166.0,417.0,13.0,16.695,16.455000000000002,10.0
940338,Dra. Maria Laura Souza,TI,senior,2020-10-30,5,166.0,159.0,67.0,21.315,5.055,4.0
367726,Caroline Farias,TI,senior,2016-07-01,3,201.0,345.0,60.0,12.72,17.13,7.0
896959,Nina Castro,TI,senior,2018-11-14,15,147.0,363.0,120.0,10.2,19.395,13.0
948592,José Vargas,TI,senior,2017-02-01,14,117.0,48.0,114.0,20.145,20.31,10.0
187088,Dr. Rafael Silva,TI,senior,2015-08-20,3,69.0,151.0,28.0,20.25,0.4499999999999999,0.0
476200,Mirella Moreira,TI,senior,2015-12-07,9,432.0,165.0,82.0,8.67,7.154999999999999,12.0
701952,Dra. Maria Sophia Mendonça,TI,senior,2018-12-10,5,111.0,34.0,93.0,0.4499999999999999,6.495,12.0
477691,Mathias Pereira,TI,senior,2015-05-14,1,402.0,120.0,9.0,2.055,1.7399999999999998,3.0
400096,Lunna Macedo,TI,senior,2020-10-31,2,411.0,366.0,63.0,1.155,13.38,7.0
770429,Sr. José Pedro Aparecida,TI,senior,2018-08-28,1,382.0,426.0,42.0,13.725,1.5750000000000002,15.0
631897,Francisco Aparecida,TI,senior,2022-03-23,7,283.0,57.0,117.0,17.294999999999998,17.34,4.0
28283,Dra. Maria Flor Garcia,TI,senior,2019-11-29,9,45.0,139.0,10.0,1.38,7.649999999999999,13.0
956207,Igor Caldeira,TI,senior,2022-10-30,3,132.0,394.0,18.0,11.43,13.26,12.0
781491,Nathan Moraes,TI,senior,2023-11-18,6,97.0,403.0,90.0,15.315,1.89,1.0
418422,Augusto da Rocha,TI,senior,2023-06-23,2,297.0,316.0,75.0,3.45,15.63,7.0
268325,Yago Cardoso,TI,senior,2023-12-10,9,298.0,145.0,57.0,12.66,9.645,10.0
