ID_Funcionario,Nome,Departamento,Cargo,Data_Contratacao,Treinamentos_Completos,ROI_Por_Real_Investido,Porcentagem_Aumento_Trafego,Porcentagem_Reducao_CAC
56854,Gustavo Montenegro,marketing,junior,2016-11-24,12,3.88,7.69,23.56
405274,Paulo Abreu,marketing,junior,2022-10-07,15,2.55,11.31,7.48
382395,Ana Vitória Vargas,marketing,junior,2015-02-26,14,1.23,18.9,19.39
612338,Antonella Oliveira,marketing,junior,2019-03-10,2,1.64,8.8,1.57
469815,Nicole Cavalcanti,marketing,junior,2020-12-18,8,6.55,14.95,4.74
416338,Lorenzo Marques,marketing,junior,2020-04-10,7,0.57,23.48,15.2
806030,Maysa Freitas,marketing,junior,2019-10-03,12,5.93,17.98,21.23
458268,Benício Pinto,marketing,junior,2021-10-18,11,0.95,12.67,1.76
220643,Sr. Bernardo Viana,marketing,junior,2021-02-11,3,6.82,19.77,8.06
913656,Allana Fonseca,marketing,junior,2022-03-24,5,6.75,1.34,9.9
863136,Bianca Dias,marketing,junior,2023-07-08,2,2.16,6.45,4.64
429782,Sr. João Lucas da Costa,marketing,junior,2015-06-05,15,6.9,10.75,20.68
200453,Marina da Rosa,marketing,junior,2017-04-27,5,5.41,12.74,5.5
659108,Olivia Oliveira,marketing,junior,2017-12-01,7,4.68,6.31,5.77
498564,Raul Marques,marketing,junior,2015-02-23,8,1.1,26.47,1.67
771747,Diego Ferreira,marketing,junior,2023-04-01,9,4.56,17.63,6.22
893744,Ian Montenegro,marketing,junior,2016-03-27,14,2.3,8.84,8.58
168240,Raul Marques,marketing,junior,2023-05-13,3,4.84,5.15,17.04
258731,Levi Rodrigues,marketing,junior,2016-09-07,13,6.42,17.63,14.54
507434,Sra. Sophie Vargas,marketing,junior,2016-10-26,8,1.72,7.2,7.44
684098,Pedro Miguel Cunha,marketing,junior,2016-10-31,15,6.91,19.59,2.24
495921,Dr. Yan Aragão,marketing,junior,2016-09-24,2,3.23,5.12,18.03
188525,Julia Aragão,marketing,junior,2017-12-15,14,4.65,22.53,18.53
753483,Arthur Gabriel da Luz,marketing,junior,2015-11-24,6,3.18,19.05,12.6
992718,Otto Viana,marketing,junior,2021-02-25,14,0.21,9.07,12.52
388681,Stella Pastor,marketing,junior,2018-11-17,10,5.88,28.04,12.7
149331,Gustavo Henrique Pereira,marketing,junior,2020-08-21,8,3.01,12.93,10.89
806063,Yan Rios,marketing,junior,2019-07-12,15,3.96,22.39,21.93
69276,Breno Mendonça,marketing,junior,2020-11-16,8,5.97,17.27,22.83
141197,Joana da Paz,marketing,junior,2015-04-27,10,6.11,25.06,24.59
866457,Nina Duarte,marketing,junior,2019-11-02,7,5.17,14.65,3.81
740355,Srta. Manuella Melo,marketing,junior,2022-09-17,6,0.76,0.14,12.29
653170,Luara Ribeiro,marketing,junior,2019-12-08,9,5.1,23.15,17.53
267879,Mathias Cirino,marketing,junior,2021-09-18,10,2.62,16.07,11.6
813068,Ian Borges,marketing,junior,2020-07-27,3,3.01,14.45,19.29
935898,Carlos Eduardo Souza,marketing,junior,2022-09-30,4,0.77,2.11,11.19
508413,Matheus Santos,marketing,junior,2017-05-26,15,2.92,6.07,21.44
27911,Lavínia Albuquerque,marketing,junior,2021-06-21,10,3.01,16.42,4.56
270380,Vitor Araújo,marketing,junior,2023-12-03,15,4.09,21.38,16.82
375936,Ana Cecília Camargo,marketing,junior,2023-01-25,8,2.91,27.45,5.39
283515,Maria Helena Pinto,marketing,junior,2017-06-22,12,6.67,4.57,11.92
887440,Brayan Correia,marketing,junior,2022-01-11,5,6.23,27.86,16.83
819626,Sr. Cauã Barbosa,marketing,junior,2018-03-09,11,2.7,18.48,14.76
807550,Noah Pacheco,marketing,junior,2017-11-10,8,4.08,5.41,9.32
829469,Luana da Paz,marketing,junior,2023-08-22,8,6.74,29.2,14.42
511841,Bernardo Cassiano,marketing,junior,2015-11-09,12,3.79,20.5,12.94
100803,Clarice Costela,marketing,junior,2017-03-24,4,6.82,23.93,18.81
195322,Beatriz da Mota,marketing,junior,2019-07-01,10,4.58,18.98,13.35
610151,João Vitor Silva,marketing,junior,2022-07-08,7,4.64,12.57,9.64
367558,Lavínia Nunes,marketing,junior,2016-03-23,15,1.68,7.58,10.36
183995,Mateus Freitas,marketing,junior,2022-04-24,13,1.4,5.9,18.25
722782,Evelyn da Cruz,marketing,junior,2020-08-09,10,0.62,22.66,24.89
424313,Evelyn Castro,marketing,junior,2020-03-25,14,4.2,17.92,0.94
483541,Henry Fonseca,marketing,junior,2019-04-30,2,5.72,17.68,20.15
313067,Vitor Gabriel Rodrigues,marketing,junior,2021-12-14,10,4.36,2.19,24.28
953384,Raquel Silveira,marketing,junior,2018-06-03,10,6.94,22.72,12.52
392772,Alice Vasconcelos,marketing,junior,2022-05-21,13,4.01,0.3,15.26
156012,Yasmin Nunes,marketing,junior,2018-02-03,3,6.54,19.19,14.95
783377,Luana Viana,marketing,junior,2021-07-28,14,4.63,6.66,17.44
106628,Luiz Henrique das Neves,marketing,junior,2015-02-11,1,5.55,27.32,22.42
691913,Dra. Julia Azevedo,marketing,junior,2022-09-29,12,3.91,28.95,23.06
498927,Mariana Macedo,marketing,junior,2020-09-21,7,2.62,0.25,19.05
692560,Eloá das Neves,marketing,junior,2015-06-13,3,0.99,16.3,20.1
983755,Igor da Luz,marketing,junior,2023-03-28,14,4.31,8.18,14.83
336201,Ian Pinto,marketing,junior,2017-08-06,6,1.82,17.92,7.45
150938,Davi Miguel Araújo,marketing,junior,2019-06-13,11,0.14,29.35,20.33
757400,Eloah Rodrigues,marketing,junior,2017-05-21,13,2.7,27.38,14.93
443740,Isaque Campos,marketing,junior,2021-02-02,5,4.64,19.58,3.34
903135,Dr. Rodrigo Cardoso,marketing,junior,2015-05-11,15,2.35,23.61,4.99
319741,Liz Vieira,marketing,junior,2017-10-03,15,2.77,26.11,9.62
286418,Sr. Bernardo da Paz,marketing,junior,2015-01-19,1,0.99,12.62,1.13
251936,Srta. Allana Teixeira,marketing,junior,2017-06-25,4,0.9,29.6,2.02
695893,Luna das Neves,marketing,junior,2015-08-16,3,0.74,27.94,12.98
375568,Vinícius Fernandes,marketing,junior,2015-11-07,8,5.16,12.56,3.43
981181,Ryan Lima,marketing,junior,2019-02-18,9,2.05,20.28,12.14
670487,Ana Beatriz Freitas,marketing,junior,2018-09-19,12,4.7,29.81,2.08
620772,Daniela Jesus,marketing,junior,2018-11-22,3,3.4,1.34,0.31
56186,Ana Cecília Fogaça,marketing,junior,2021-05-02,1,2.17,13.89,2.27
106342,Carolina Casa Grande,marketing,junior,2019-05-14,3,6.38,20.61,16.44
828080,Camila Campos,marketing,junior,2019-09-27,2,2.75,18.83,23.24
396581,Isabela da Cruz,marketing,junior,2018-11-26,4,4.68,6.59,9.07
867096,Srta. Beatriz da Mata,marketing,junior,2016-11-15,14,3.46,5.42,10.09
545403,João Lima,marketing,junior,2020-08-05,6,6.75,20.25,22.07
504257,Benício Souza,marketing,junior,2018-05-29,2,3.59,10.95,1.72
271077,Eloá Carvalho,marketing,junior,2015-12-23,8,0.24,19.94,16.22
881710,Ana Clara da Rocha,marketing,junior,2020-08-09,1,1.33,23.8,2.88
386980,Nicolas Guerra,marketing,junior,2022-08-23,4,4.71,11.94,22.82
685715,Larissa Rodrigues,marketing,junior,2019-08-16,5,2.42,25.25,5.81
260298,Yago Aragão,marketing,junior,2019-06-04,12,2.18,14.64,17.17
28214,Julia Pereira,marketing,junior,2023-09-03,6,0.58,29.59,0.83
472867,Liz Rios,marketing,junior,2018-01-18,2,4.21,22.47,0.78
86673,Sr. Caleb Sales,marketing,junior,2017-10-07,10,6.42,15.03,8.75
365632,Otávio Fernandes,marketing,junior,2022-08-06,10,3.54,16.71,24.65
491744,Caio Sales,marketing,junior,2020-07-09,1,6.39,17.37,9.19
445139,Guilherme Lima,marketing,junior,2016-06-25,11,0.34,10.25,19.2
481475,Maysa Ferreira,marketing,junior,2022-01-06,5,0.32,5.9,19.83
153302,Sophia Marques,marketing,junior,2023-06-16,14,6.41,2.1,15.81
24115,Dr. Joaquim Santos,marketing,junior,2020-05-07,6,4.54,28.27,22.97
531207,Antonella Câmara,marketing,junior,2021-06-24,2,3.33,20.16,8.54
788119,Marina Albuquerque,marketing,junior,2022-07-01,8,0.33,10.39,18.84
41253,Srta. Isabella da Rosa,marketing,junior,2016-06-29,7,3.37,11.48,7.58
893863,Arthur Martins,marketing,junior,2019-07-30,7,3.27,8.15,12.44
983329,Clarice Vasconcelos,marketing,junior,2016-07-09,13,1.25,27.58,21.65
397081,Isabelly Ramos,marketing,junior,2018-05-01,14,6.74,13.96,20.32
376074,Apollo Cavalcante,marketing,junior,2020-12-21,6,5.14,12.96,22.7
14115,Sra. Eloá Rios,marketing,junior,2019-07-05,4,3.72,20.47,21.01
720078,Maria Isis Campos,marketing,junior,2022-08-20,3,2.04,0.32,3.92
543890,Enrico da Cruz,marketing,junior,2021-10-22,1,3.14,5.63,24.86
631343,Davi Lucas Lima,marketing,junior,2019-08-18,15,3.56,5.8,16.82
223282,Benjamin Abreu,marketing,junior,2016-05-18,11,3.4,21.99,14.29
872480,Sra. Rafaela Pacheco,marketing,junior,2020-02-06,1,5.43,10.33,10.25
299639,Isaque Sá,marketing,junior,2016-02-05,6,0.75,9.75,6.11
807236,Hellena da Costa,marketing,junior,2021-08-15,5,6.92,13.67,7.15
691657,Sr. João Gabriel Silva,marketing,junior,2017-10-20,8,3.67,11.79,14.17
976966,Emanuel da Rocha,marketing,junior,2022-03-16,13,2.92,18.06,12.93
118289,Sra. Alícia Duarte,marketing,junior,2016-03-20,2,5.29,14.48,22.76
303166,Heloisa Castro,marketing,junior,2017-12-29,12,4.32,29.96,11.95
602619,Mariah Mendonça,marketing,junior,2017-08-25,1,3.08,19.16,2.27
527786,Maria Andrade,marketing,junior,2015-03-22,2,2.03,23.62,8.08
449460,Luiz Fernando Fogaça,marketing,junior,2021-08-10,11,0.65,6.41,17.48
743125,Laura Abreu,marketing,junior,2021-03-17,7,4.1,9.49,5.86
615295,Rebeca Pinto,marketing,junior,2017-06-21,1,0.94,7.27,12.28
36159,Sr. Luiz Otávio Sá,marketing,junior,2019-11-29,15,2.27,12.13,8.53
37138,Rael Fonseca,marketing,junior,2015-03-24,2,1.3,19.42,14.05
640606,Emanuelly Vasconcelos,marketing,junior,2015-08-01,14,3.89,6.45,22.99
765329,Diogo Nunes,marketing,junior,2017-01-05,10,3.5,25.67,6.44
998221,Vinicius Lima,marketing,junior,2021-09-24,4,2.33,25.59,18.08
127738,Maria Isis Melo,marketing,junior,2023-01-28,15,5.36,17.09,7.28
795690,Brenda da Mota,marketing,junior,2020-05-21,5,4.56,27.26,10.39
465409,Isabela Cavalcanti,marketing,junior,2020-09-18,10,5.05,26.72,13.87
727635,Melina Gomes,marketing,junior,2022-02-14,15,4.78,7.14,6.98
633366,Dr. Isaac Moraes,marketing,junior,2016-01-28,7,3.49,24.29,21.12
850022,Pietro Novais,marketing,junior,2017-07-09,9,0.27,27.26,12.21
212029,Henry Monteiro,marketing,junior,2016-09-07,1,0.22,29.73,15.87
171935,Murilo Farias,marketing,junior,2015-03-15,2,6.13,1.36,2.78
305333,Anna Liz Almeida,marketing,junior,2018-12-22,14,1.27,25.3,15.36
389194,Bella da Costa,marketing,junior,2019-06-19,2,5.83,22.63,6.49
402745,Hellena Azevedo,marketing,junior,2017-02-01,8,0.72,13.35,21.12
945775,Hellena Ramos,marketing,junior,2016-06-09,14,6.24,17.53,7.88
635278,Gael Ferreira,marketing,junior,2015-01-10,14,2.1,25.67,18.2
868773,Vitor da Mota,marketing,junior,2016-03-11,15,5.5,2.03,0.39
545478,Luiz Otávio Freitas,marketing,junior,2023-09-23,11,5.55,24.69,20.44
631278,Ana Vitória Carvalho,marketing,junior,2017-07-21,7,6.67,16.26,2.84
589054,Sr. Pedro Henrique Rios,marketing,junior,2017-04-03,10,6.78,6.92,2.59
977309,Benício Caldeira,marketing,junior,2016-04-11,4,1.76,25.2,3.73
900397,Otávio da Paz,marketing,junior,2023-01-12,15,1.55,1.44,6.53
414709,Thiago Sampaio,marketing,junior,2019-01-02,4,3.86,23.66,9.52
788958,Mariane Silva,marketing,junior,2022-03-27,3,1.72,0.05,20.37
930029,João Guilherme Gomes,marketing,junior,2015-08-18,10,3.68,7.84,6.57
186517,Brayan Pastor,marketing,junior,2022-03-31,11,1.52,1.7,16.75
334158,Emilly Andrade,marketing,junior,2015-09-29,7,2.15,28.19,15.75
713310,Cauã Ramos,marketing,junior,2017-04-03,13,4.69,1.24,12.09
801324,Luiz Otávio Leão,marketing,junior,2021-10-30,14,4.48,6.23,10.81
11693,Sra. Maria Borges,marketing,junior,2019-06-10,12,5.85,19.37,10.85
748240,Maitê Jesus,marketing,junior,2021-05-18,5,4.31,29.36,2.08
263086,Henry Aparecida,marketing,junior,2017-12-11,5,4.52,24.45,8.56
334,Alícia da Costa,marketing,junior,2015-11-23,4,2.24,10.53,13.83
711841,Maria Clara Gonçalves,marketing,junior,2021-09-03,11,2.37,24.96,8.81
3667,Henry Gabriel Pires,marketing,junior,2015-12-20,12,5.22,13.91,19.29
170338,Felipe Cunha,marketing,junior,2017-04-17,2,6.02,29.18,8.75
796366,Felipe Costela,marketing,junior,2022-12-25,8,5.42,12.53,6.24
509987,Lívia Leão,marketing,junior,2021-10-30,13,1.36,9.41,5.39
763354,Sra. Luna Camargo,marketing,junior,2023-02-02,1,0.63,13.81,14.65
354783,Kaique Ferreira,marketing,junior,2023-11-13,2,5.51,2.77,21.59
647880,Pietro Martins,marketing,junior,2019-05-10,4,5.13,6.49,24.19
398951,Dr. Enzo Jesus,marketing,junior,2017-02-06,3,1.01,3.98,17.76
160884,Davi Lucas Mendes,marketing,junior,2023-04-02,7,5.37,12.55,12.22
757584,Henry Gabriel Brito,marketing,junior,2017-08-14,11,4.49,4.65,24.95
415630,Rhavi Melo,marketing,junior,2020-03-17,3,5.23,9.46,18.54
511088,Enzo Leão,marketing,junior,2017-07-07,4,3.26,10.4,23.81
861574,Bryan Garcia,marketing,junior,2018-04-06,12,2.1,12.8,18.18
995833,Isabel Nogueira,marketing,junior,2021-04-06,5,2.18,20.74,21.69
301606,Dr. Enzo Costa,marketing,junior,2020-03-18,5,0.04,28.11,23.05
141690,Bernardo Sales,marketing,junior,2017-08-04,6,5.04,5.99,1.22
338962,Rhavi Fogaça,marketing,junior,2019-04-24,2,4.03,11.2,1.91
406851,Ayla Barbosa,marketing,junior,2021-07-03,6,6.71,27.64,6.16
835306,Lívia Souza,marketing,junior,2020-10-23,12,0.48,3.7,5.9
481678,Gustavo Henrique Rezende,marketing,junior,2020-07-31,5,2.86,29.4,15.0
129679,Gabrielly Moreira,marketing,junior,2020-08-31,15,3.43,0.47,14.18
235057,Luara da Paz,marketing,junior,2021-03-31,2,4.08,0.65,11.15
588193,Arthur Gabriel Sales,marketing,junior,2018-07-26,15,0.25,25.96,13.22
410045,Luiza Monteiro,marketing,junior,2015-10-07,6,4.75,18.62,14.72
501209,Maria Luísa Andrade,marketing,junior,2018-12-25,6,3.87,13.15,11.95
102935,Dra. Gabrielly Montenegro,marketing,junior,2019-07-13,8,1.01,23.01,24.59
939488,Yasmin Melo,marketing,junior,2017-12-08,11,1.76,24.51,5.73
206912,Manuella Monteiro,marketing,junior,2018-02-26,12,4.12,11.11,10.22
171786,Raul Câmara,marketing,junior,2017-03-07,11,6.41,2.45,20.97
449473,Nicole Fernandes,marketing,junior,2015-01-17,7,3.8,8.8,9.32
598691,Daniel da Rosa,marketing,junior,2022-03-15,2,3.12,20.43,10.51
790091,Antony Pires,marketing,junior,2021-07-17,3,5.01,29.36,9.44
557238,Joana Albuquerque,marketing,junior,2016-06-15,8,6.43,13.49,4.12
247313,Renan Rezende,marketing,junior,2016-06-11,5,1.28,23.07,6.15
907808,Ester Borges,marketing,junior,2023-11-08,4,2.06,2.55,3.22
905703,Maria Eduarda Sales,marketing,junior,2017-10-13,8,2.82,24.16,22.18
656850,Sra. Lívia Jesus,marketing,junior,2023-07-20,13,0.63,11.32,1.43
952666,Vitor Gabriel Santos,marketing,junior,2020-06-17,13,5.35,7.69,16.71
975603,Sr. Apollo Moura,marketing,junior,2022-05-21,15,3.38,25.33,17.78
35403,Isabelly Aragão,marketing,junior,2017-09-03,15,3.14,7.67,22.89
16876,Luiz Gustavo Fogaça,marketing,junior,2020-12-21,13,3.61,22.34,10.26
772457,Vinicius Montenegro,marketing,junior,2017-06-12,12,0.84,10.58,5.81
191734,Murilo Melo,marketing,junior,2023-04-12,10,0.85,13.9,18.2
437204,Sr. Fernando da Mota,marketing,junior,2017-02-01,11,1.87,28.03,19.68
708074,Ana Teixeira,marketing,junior,2015-11-24,10,2.24,19.04,4.65
333285,Raquel Costela,marketing,junior,2015-08-13,9,2.48,17.32,9.86
940239,Maria Vitória da Mata,marketing,junior,2017-03-20,7,2.43,4.99,17.26
260484,Gael Henrique da Cunha,marketing,junior,2020-12-22,14,2.98,10.19,11.31
666391,Zoe Monteiro,marketing,junior,2022-12-26,6,0.48,1.31,15.37
164121,Agatha Azevedo,marketing,junior,2020-05-19,5,3.85,2.07,17.56
613139,Dr. Bryan da Cunha,marketing,junior,2017-12-26,8,4.8,10.07,4.42
579784,Ravi Nunes,marketing,junior,2022-09-20,4,5.61,10.92,5.45
921137,Josué Castro,marketing,junior,2018-04-03,3,6.08,26.98,13.88
606202,Dom Vargas,marketing,junior,2018-03-12,10,3.62,24.99,19.24
169695,Dra. Agatha Fonseca,marketing,junior,2022-01-16,11,4.03,27.67,7.33
488712,Murilo Ribeiro,marketing,junior,2020-11-08,3,0.61,14.62,23.88
148872,Juan Caldeira,marketing,junior,2016-01-31,2,6.14,16.79,23.49
952184,Dante Martins,marketing,junior,2015-07-31,2,0.25,1.11,13.55
813483,Maria Cecília Machado,marketing,junior,2020-01-09,9,4.23,0.7,21.09
183637,Ryan Costa,marketing,junior,2022-12-02,5,5.28,9.47,14.6
936688,Léo da Cunha,marketing,junior,2018-10-01,10,2.09,15.83,1.42
163313,Maria Fernanda Nunes,marketing,junior,2019-06-08,6,3.78,18.41,16.5
869037,Thiago Novais,marketing,junior,2021-11-29,4,0.32,18.14,15.81
413340,Luísa Siqueira,marketing,junior,2022-10-16,5,6.99,24.94,24.13
891860,Nicolas Guerra,marketing,junior,2020-02-28,1,4.31,12.24,20.87
342736,Rebeca Leão,marketing,junior,2020-05-01,2,2.64,0.99,6.23
438378,Maria Clara Oliveira,marketing,junior,2022-05-14,12,4.97,27.53,16.18
27209,Hellena Pimenta,marketing,junior,2020-11-23,7,3.05,1.5,24.53
73680,Dr. Augusto Cavalcanti,marketing,junior,2019-11-10,12,2.39,0.89,10.86
325,Josué Pereira,marketing,junior,2017-09-05,2,4.78,15.93,2.48
999751,Sr. Benicio Silveira,marketing,junior,2017-05-11,9,0.79,9.97,7.28
862396,Dra. Ana Carolina Garcia,marketing,junior,2019-07-26,3,2.88,28.37,1.59
85871,Erick Souza,marketing,junior,2017-01-02,14,1.64,9.42,19.96
953581,Arthur Jesus,marketing,junior,2016-09-14,12,0.04,19.22,3.58
274801,Matheus Barbosa,marketing,junior,2018-04-17,6,1.86,0.87,1.68
439873,Ana Julia Ramos,marketing,junior,2019-07-01,13,5.8,25.93,9.07
298394,Dr. Antônio Cavalcanti,marketing,junior,2018-02-27,12,1.08,27.24,15.5
60948,Ana Luiza Pires,marketing,junior,2021-11-27,11,2.83,4.92,23.26
860609,Luan Siqueira,marketing,junior,2021-04-23,1,0.55,5.46,0.8
372941,Davi Miguel Carvalho,marketing,junior,2020-05-27,7,5.11,19.9,21.43
137425,Miguel Ramos,marketing,junior,2015-01-14,9,0.71,23.7,6.38
620618,João Guilherme Melo,marketing,junior,2015-07-11,8,3.51,9.29,0.15
105675,Otávio Carvalho,marketing,junior,2020-10-17,11,0.72,25.0,0.77
396724,Sr. Gael Siqueira,marketing,junior,2021-02-01,12,4.1,11.35,18.54
200073,Sr. Bernardo Oliveira,marketing,junior,2016-09-06,10,4.35,4.95,3.59
357727,Emanuel Ribeiro,marketing,junior,2017-09-01,10,3.54,23.72,3.59
414620,Enrico Borges,marketing,junior,2023-08-06,5,0.46,23.35,7.53
513881,Kevin Campos,marketing,junior,2023-04-21,13,4.32,7.17,15.73
531249,Bryan Siqueira,marketing,junior,2023-12-28,6,2.35,15.51,2.91
935818,Ravy Moura,marketing,junior,2018-07-30,7,3.86,17.37,5.4
878278,Otávio Rodrigues,marketing,junior,2021-05-05,13,5.78,23.5,0.38
3417,Ana Lívia Pacheco,marketing,junior,2023-12-15,10,1.63,26.79,7.3
834533,Bernardo da Luz,marketing,junior,2021-10-15,15,5.2,29.76,21.67
554372,Thiago Nogueira,marketing,junior,2021-10-05,2,2.73,5.55,5.11
506364,Leandro Cavalcante,marketing,junior,2023-08-05,15,4.65,28.9,8.11
693186,Helena Abreu,marketing,junior,2022-10-16,9,0.97,10.66,9.23
500544,Dr. Thomas Sousa,marketing,junior,2019-08-27,3,1.64,29.48,13.23
169845,Felipe Ferreira,marketing,junior,2017-12-23,7,5.12,27.34,18.51
526813,Cecilia Azevedo,marketing,junior,2017-06-21,2,6.52,14.44,13.46
236490,Nicole Teixeira,marketing,junior,2015-10-07,15,5.72,26.47,3.48
885923,Dra. Brenda Carvalho,marketing,junior,2021-12-19,10,3.47,26.36,16.3
493105,Lavínia da Cruz,marketing,junior,2023-01-04,15,0.31,22.36,18.2
580096,Sra. Hellena Marques,marketing,junior,2020-10-14,9,5.12,1.75,3.98
585984,Dr. Levi Cirino,marketing,junior,2023-07-31,5,6.14,22.63,21.12
850309,Kaique Souza,marketing,junior,2022-01-20,7,2.23,0.01,14.18
488123,Ana Cecília Almeida,marketing,junior,2022-09-08,9,3.38,12.03,7.32
952714,Sr. Benjamim Teixeira,marketing,junior,2019-11-18,6,6.26,24.13,9.61
807922,Stephany Lopes,marketing,junior,2017-03-01,13,1.97,9.73,20.41
457203,Nicolas Pires,marketing,junior,2023-12-15,14,1.72,22.75,10.84
326090,Maria Eduarda Nogueira,marketing,junior,2020-06-26,2,1.11,20.24,7.11
415216,Srta. Cecilia Lima,marketing,junior,2019-04-02,14,6.96,11.15,14.19
55571,Dante das Neves,marketing,junior,2018-07-21,2,3.25,23.71,6.46
361293,Ana Cecília Cavalcanti,marketing,junior,2020-01-22,10,0.87,13.53,19.51
929256,Sra. Emilly Sampaio,marketing,junior,2016-01-20,8,0.36,19.74,6.13
683631,Danilo Casa Grande,marketing,junior,2019-10-07,6,2.2,2.1,16.69
948506,Evelyn da Luz,marketing,junior,2021-10-18,4,6.46,13.69,11.18
554594,Isaque Cavalcanti,marketing,junior,2021-12-19,13,1.78,20.31,3.73
734877,Ravy Leão,marketing,junior,2022-06-12,12,4.56,12.69,24.61
829669,Henry Gabriel Moreira,marketing,junior,2021-06-18,10,2.65,22.21,5.19
507483,Luigi Caldeira,marketing,junior,2017-05-10,6,2.63,4.93,13.11
597654,Emanuelly Freitas,marketing,junior,2023-03-01,12,6.97,9.52,2.31
635017,Paulo Lopes,marketing,junior,2022-10-02,15,0.16,16.86,19.99
573303,Nathan Pinto,marketing,junior,2016-11-06,15,2.45,18.17,1.0
117573,Luna Borges,marketing,junior,2021-07-23,12,1.49,16.81,1.13
830819,Luiz Miguel Lopes,marketing,junior,2017-03-18,5,3.38,29.5,6.79
411117,Rafaela Rezende,marketing,junior,2022-09-07,12,2.46,20.68,7.78
46301,Ravi Costa,marketing,junior,2017-02-07,9,5.75,12.1,24.34
826276,Manuella Câmara,marketing,junior,2016-12-07,3,4.3,10.37,3.92
595243,Luiz Miguel da Mota,marketing,junior,2021-12-16,1,4.32,22.06,12.05
858933,Arthur Barros,marketing,junior,2018-01-08,5,2.04,20.95,7.68
11265,Clara Casa Grande,marketing,junior,2016-04-14,10,3.65,5.17,11.19
89146,Henrique das Neves,marketing,junior,2018-04-30,4,4.85,0.37,14.3
884956,Lorena Teixeira,marketing,junior,2022-06-25,4,6.25,2.38,17.09
963759,Arthur Martins,marketing,junior,2023-02-22,14,5.75,13.38,16.96
978131,Clarice Marques,marketing,junior,2023-02-12,6,4.31,9.62,8.87
903282,Eloah Azevedo,marketing,junior,2022-07-13,1,0.01,25.26,22.78
75100,Vinícius Cardoso,marketing,junior,2016-06-11,9,4.08,1.21,9.03
529387,Isis Mendonça,marketing,junior,2016-12-29,4,4.44,2.6,6.73
981127,Antonella Montenegro,marketing,junior,2017-08-25,8,0.95,26.78,17.09
316229,Hellena Borges,marketing,junior,2018-09-27,1,6.4,23.83,1.89
627275,Heitor Novais,marketing,junior,2018-08-17,15,0.73,24.84,15.15
425041,Emanuel Martins,marketing,junior,2018-08-13,9,3.5,29.24,12.34
372635,Cauê Mendonça,marketing,junior,2017-08-20,9,3.48,23.32,20.39
358483,Benjamim da Rocha,marketing,junior,2020-10-04,5,1.58,4.54,14.38
367441,Stephany Mendonça,marketing,junior,2017-03-10,7,3.22,16.05,23.59
766138,Evelyn Nascimento,marketing,junior,2020-04-26,4,0.99,26.58,23.08
831881,Anthony Albuquerque,marketing,junior,2015-03-16,3,5.8,6.91,2.27
607817,Gabriel Correia,marketing,junior,2017-04-13,12,1.43,21.28,5.34
355301,Sr. Isaac Dias,marketing,junior,2018-01-16,6,2.32,20.63,18.73
190543,Isabela Duarte,marketing,junior,2015-07-20,4,5.55,10.07,16.74
177258,Laura Teixeira,marketing,junior,2022-07-09,10,5.7,15.72,0.14
805274,João Gabriel Alves,marketing,junior,2023-08-11,1,6.9,7.65,3.77
41032,Yuri Albuquerque,marketing,junior,2015-04-27,6,1.21,5.33,10.46
149871,Anna Liz Silveira,marketing,junior,2021-09-06,11,5.78,14.97,15.67
922801,Sra. Ana Lívia Ribeiro,marketing,junior,2023-12-05,13,4.61,9.27,18.4
925124,Elisa Gonçalves,marketing,junior,2015-07-08,8,2.91,10.72,15.2
286882,Dr. Asafe Albuquerque,marketing,junior,2021-06-25,7,6.94,18.74,6.74
185534,Gustavo Viana,marketing,junior,2019-05-27,15,1.73,17.34,1.18
279541,Caroline Porto,marketing,junior,2018-08-31,4,5.15,9.14,8.31
588454,Erick Santos,marketing,junior,2022-07-02,1,4.73,10.41,5.08
373159,Raul Gomes,marketing,junior,2022-02-26,11,3.73,15.46,14.72
54673,Emanuelly Alves,marketing,junior,2015-09-04,3,0.04,23.57,22.45
380478,Isabelly Araújo,marketing,junior,2015-08-03,12,1.69,29.39,5.0
629107,Vitória Santos,marketing,junior,2016-10-06,1,1.34,21.11,19.13
937190,Ísis Rodrigues,marketing,junior,2016-06-20,5,3.94,10.21,1.37
191338,Bryan da Luz,marketing,junior,2015-03-30,7,2.56,22.31,23.66
329044,Rael Sales,marketing,junior,2022-08-22,1,0.08,19.56,15.86
355509,Aurora Moreira,marketing,junior,2017-03-04,13,3.14,11.5,3.86
931455,Dr. Ravi Lucca Farias,marketing,junior,2018-10-30,10,1.21,24.19,2.11
751433,Leandro das Neves,marketing,junior,2023-05-25,4,0.15,6.52,14.34
381147,Sra. Luara da Costa,marketing,junior,2022-01-04,9,1.29,19.12,24.94
513743,Sr. Thomas Cunha,marketing,junior,2017-07-31,14,2.03,16.84,5.56
218174,Leonardo Camargo,marketing,junior,2017-07-30,14,4.2,7.11,10.61
744613,Dr. Bento Martins,marketing,junior,2022-07-16,11,2.68,24.62,22.44
468615,Marcos Vinicius Costa,marketing,junior,2016-09-21,1,2.34,17.72,3.61
683600,Maria Fernanda Cirino,marketing,junior,2019-04-23,12,6.66,0.24,24.25
983498,Fernanda Viana,marketing,junior,2022-06-19,2,2.93,4.48,0.92
458742,Rebeca Gomes,marketing,junior,2021-07-20,15,5.61,20.22,1.29
